cnpj;dt_abertura;de_cnae_principal;de_ramo_atividade;de_setor;endereco_municipio;endereco_uf;endereco_regiao;situacao_cadastral;empresa_porte;optante_simples;optante_simei;nivel_atividade;saude_tributaria
37359949000192;2020-06-08;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;NOVO HAMBURGO;RS;SUL;ATIVA;;;;;
46065319000104;2022-04-18;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
46151985000157;2019-03-08;CLUBES SOCIAIS ESPORTIVOS E SIMILARES;SERVICOS DIVERSOS;SERVICOS;CACHOEIRA DO SUL;RS;SUL;ATIVA;;;;;
47188911000158;2022-07-18;CURSOS PREPARATORIOS PARA CONCURSOS;SERVICOS DE EDUCACAO;SERVICOS;NATAL;RN;NORDESTE;ATIVA;;;;;
07927222000527;2020-12-15;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;PRESIDENTE VENCESLAU;SP;SUDESTE;ATIVA;;;;;
11901927000119;2010-04-22;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL EXCETO CONSULTORIA TECNICA ESPECIFICA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SOROCABA;SP;SUDESTE;ATIVA;;;;;
18173368000117;2013-05-23;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;JUNDIAI;SP;SUDESTE;ATIVA;;;;;
18890946000136;2013-08-27;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;SAO MANUEL;SP;SUDESTE;ATIVA;;;;;
19633710000187;2014-01-31;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;CINZA
40216936000179;2020-12-29;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;BELEM;PA;NORTE;ATIVA;;;;;
16735046000199;2012-08-21;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;SALVADOR;BA;NORDESTE;ATIVA;;;;;
35887354000184;2020-01-03;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;CAUCAIA;CE;NORDESTE;ATIVA;;;;;
42566895000176;2021-07-02;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SARANDI;PR;SUL;ATIVA;;;;;
42802726000198;2021-07-21;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;SANTOS;SP;SUDESTE;ATIVA;;;;;
42627478000196;2021-07-07;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;BLUMENAU;SC;SUL;ATIVA;;;;;
38072307000170;2020-08-12;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO JOSE DO RIO PRETO;SP;SUDESTE;ATIVA;;;;;
11585473000114;2010-02-23;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA A INDUSTRIA TEXTIL DO VESTUARIO DO COURO E CALCADOS;SERVICOS DIVERSOS;SERVICOS;BARBACENA;MG;SUDESTE;ATIVA;;;;;
16548604000883;2005-04-19;ATIVIDADES FUNERARIAS E SERVICOS RELACIONADOS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;CONSELHEIRO LAFAIETE;MG;SUDESTE;ATIVA;;;;;
39348686000141;2020-10-07;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS COM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;OURO BRANCO;MG;SUDESTE;ATIVA;;;;;
17849077000133;2013-04-01;FABRICACAO DE ARTIGOS DO VESTUARIO PRODUZIDOS EM MALHARIAS E TRICOTAGENS EXCETO MEIAS;BENS DE CONSUMO;INDUSTRIA;JOINVILLE;SC;SUL;ATIVA;;;;;
29190125000103;2017-12-01;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;PETROLINA;PE;NORDESTE;ATIVA;;;;;
31490241000190;2018-09-12;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;CUIABA;MT;CENTRO-OESTE;ATIVA;;;;;
47914713000124;2022-09-12;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;DIVINOPOLIS;MG;SUDESTE;ATIVA;;;;;
43628663000168;2021-09-23;INSTALACOES HIDRAULICAS SANITARIAS E DE GAS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;JABOATAO DOS GUARARAPES;PE;NORDESTE;ATIVA;;;;;
15167457000324;2015-10-01;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;PROMISSAO;SP;SUDESTE;ATIVA;;;;;
40593599000139;2021-01-27;ATIVIDADES DE PROFISSIONAIS DA NUTRICAO DISPENSADA;SERVICOS DE SAUDE;SERVICOS;BOM JESUS DE GOIAS;GO;CENTRO-OESTE;ATIVA;;;;;
01937685000160;1997-07-01;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;VICOSA DO CEARA;CE;NORDESTE;ATIVA;;;;;
44970871000103;2021-12-27;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS DISPENSADA;SERVICOS DIVERSOS;SERVICOS;CAMPO FORMOSO;BA;NORDESTE;ATIVA;;;;;
47974429000143;2022-09-16;OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;MONTE BELO;MG;SUDESTE;ATIVA;;;;;
21315507000104;2014-10-30;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA MOTOCICLETAS E MOTONETAS;VAREJO;COMERCIO;CAPINZAL DO NORTE;MA;NORDESTE;ATIVA;;;;;
18531145000265;2018-01-22;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;CARBONITA;MG;SUDESTE;ATIVA;;;;;
59159996000125;1988-08-04;COMERCIO VAREJISTA DE CALCADOS DISPENSADA;VAREJO;COMERCIO;REGENTE FEIJO;SP;SUDESTE;ATIVA;;;;;
42387759000119;2021-06-18;SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL;SERVICOS DIVERSOS;SERVICOS;SALVADOR;BA;NORDESTE;ATIVA;;;;;
39971695000194;2020-12-01;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
40348601000104;2021-01-12;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SALGUEIRO;PE;NORDESTE;ATIVA;;;;;
40316917000114;2021-01-08;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
47617278000176;2022-08-17;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;VAREJO;COMERCIO;TRAMANDAI;RS;SUL;ATIVA;;;;;
43935529000100;2019-11-21;OUTRAS ATIVIDADES ESPORTIVAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;GURUPA;PA;NORTE;ATIVA;;;;;
38729586000100;2020-09-23;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;GUARACI;SP;SUDESTE;ATIVA;;;;;
44826545000127;2022-01-11;EDICAO DE LIVROS;TELECOM;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
47433082000121;2022-08-05;SERVICOS DE CONFECCAO DE ARMACOES METALICAS PARA A CONSTRUCAO;SIDERURGICA-METALURGIA;INDUSTRIA;ITAPETININGA;SP;SUDESTE;ATIVA;;;;;
44415515000128;2021-11-29;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;FLORIANOPOLIS;SC;SUL;ATIVA;;;;;
41328278000170;2021-03-23;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
08450955000152;2006-11-20;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;JUAZEIRO;BA;NORDESTE;ATIVA;;;;;
31520507000108;2018-09-17;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;JOAO PESSOA;PB;NORDESTE;ATIVA;;;;;
25085497000119;2016-06-28;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;ARAUCARIA;PR;SUL;ATIVA;;;;;
46684736000127;2022-06-06;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;ESTEIO;RS;SUL;ATIVA;;;;;
45405139000153;2022-02-22;PRODUCAO MUSICAL;SERVICOS DIVERSOS;SERVICOS;FLORESTA;PR;SUL;ATIVA;;;;;
48279161000192;2022-10-13;SERVICOS DE ENTREGA RAPIDA;TRANSPORTE;SERVICOS;CURITIBA;PR;SUL;ATIVA;;;;;
28806746000106;2017-10-06;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;MONTE AZUL PAULISTA;SP;SUDESTE;ATIVA;;;;;
38243940000184;2020-03-04;CARTORIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;ITAPIPOCA;CE;NORDESTE;ATIVA;;;;;
38210611000137;2020-08-25;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;JOCA MARQUES;PI;NORDESTE;ATIVA;;;;;
30340218000156;2018-05-02;ATIVIDADE ODONTOLOGICA;SERVICOS DE SAUDE;SERVICOS;PAULO AFONSO;BA;NORDESTE;ATIVA;;;;;
13708495000150;2011-05-25;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;JOSE BONIFACIO;SP;SUDESTE;ATIVA;;;;;
02153714000165;1997-09-24;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO BERNARDO DO CAMPO;SP;SUDESTE;ATIVA;;;;;
08019926000130;2006-05-15;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;FERNANDOPOLIS;SP;SUDESTE;ATIVA;;;;;
45133114000148;2022-02-03;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;ITAQUAQUECETUBA;SP;SUDESTE;ATIVA;;;;;
45042791000150;2022-01-27;FABRICACAO DE GELO COMUM;BENS DE CONSUMO;INDUSTRIA;ARAGARCAS;GO;CENTRO-OESTE;ATIVA;;;;;
47354472000106;2022-07-29;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;SAO JOSE DOS CAMPOS;SP;SUDESTE;ATIVA;;;;;
47013340000110;2022-07-04;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;SANTO ANDRE;SP;SUDESTE;ATIVA;;;;;
29621264000144;2018-02-05;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
21781722000109;2015-01-30;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;PASSO FUNDO;RS;SUL;ATIVA;;;;;
49922917000132;1982-04-23;SERVICOS DE ENGENHARIA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
31992013000118;2018-11-10;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;VAREJO;COMERCIO;SAO BERNARDO DO CAMPO;SP;SUDESTE;ATIVA;;;;;
44118920000184;2021-11-04;ATIVIDADES DE CONDICIONAMENTO FISICO;SERVICOS DIVERSOS;SERVICOS;SAO JOAO DO PARAISO;MG;SUDESTE;ATIVA;;;;;
22695778000103;2015-06-22;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;PRIMAVERA DO LESTE;MT;CENTRO-OESTE;ATIVA;;;;;
44737429000131;2022-01-04;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
44693313000148;2021-12-28;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;CAJOBI;SP;SUDESTE;ATIVA;;;;;
18059008000199;2013-04-25;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;CAXIAS DO SUL;RS;SUL;ATIVA;;;;;
35544681000133;2019-11-18;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;PADRE CARVALHO;MG;SUDESTE;ATIVA;;;;;
00226218000169;1994-09-26;FABRICACAO DE ESQUADRIAS DE METAL;SIDERURGICA-METALURGIA;INDUSTRIA;ITAPETININGA;SP;SUDESTE;ATIVA;;;;;
37378058000183;2020-06-10;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;SAO JOSE DOS CAMPOS;SP;SUDESTE;ATIVA;;;;;
08327425000200;2006-10-16;CULTIVO DE SERINGUEIRA;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;POLONI;SP;SUDESTE;ATIVA;;;;;
40716310000121;2021-02-04;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
21199227000188;2014-10-09;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;INDUSTRIA DIGITAL;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
33044855000173;2019-03-15;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
31020500000119;2018-07-24;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;RIO DE JANEIRO;RJ;SUDESTE;ATIVA;;;;;
40739475000119;2021-02-05;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
20460837000120;2014-06-17;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
32142247000139;2018-11-29;FABRICACAO DE ALIMENTOS E PRATOS PRONTOS;BENS DE CONSUMO;INDUSTRIA;SANTA FE;PR;SUL;ATIVA;;;;;
32193270000152;2018-12-04;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;AVARE;SP;SUDESTE;ATIVA;;;;;
01094742000196;1996-03-05;FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS;SERVICOS ADMINISTRATIVOS;SERVICOS;SANTO ANDRE;SP;SUDESTE;ATIVA;;;;;
22325079000163;2015-04-26;FACCAO DE ROUPAS PROFISSIONAIS;BENS DE CONSUMO;INDUSTRIA;LAURO DE FREITAS;BA;NORDESTE;ATIVA;;;;;
30747447000190;2018-06-20;ATIVIDADES DE RADIO;TELECOM;SERVICOS;TAILANDIA;PA;NORTE;ATIVA;;;;;
01502343000206;2001-04-03;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;DOVERLANDIA;GO;CENTRO-OESTE;ATIVA;;;;;
36900096000191;2020-04-08;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;CASTANHAL;PA;NORTE;ATIVA;;;;;
29846137000143;2018-03-05;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS SEM MANIPULACAO DE FORMULAS;VAREJO;COMERCIO;MOSSORO;RN;NORDESTE;ATIVA;;;;;
84949452000376;2012-11-30;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;ASTORGA;PR;SUL;ATIVA;;;;;
33439238000177;2019-04-24;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
45745184000157;2022-03-22;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;LAVRAS;MG;SUDESTE;ATIVA;;;;;
24602022000190;2016-04-05;DESCONTAMINACAO E OUTROS SERVICOS DE GESTAO DE RESIDUOS;SERVICOS DE SANEAMENTO BASICO;SERVICOS;FORTALEZA;CE;NORDESTE;ATIVA;;;;;
41073827000102;2021-03-03;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;CAMPINAS;SP;SUDESTE;ATIVA;;;;;
46545148000102;2022-05-26;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;VAREJO;COMERCIO;SAO BERNARDO DO CAMPO;SP;SUDESTE;ATIVA;;;;;
40931469000169;2021-02-22;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;RIO VERDE;GO;CENTRO-OESTE;ATIVA;;;;;
43561559000101;2021-09-17;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
45358516000140;2022-02-18;FABRICACAO DE ARTEFATOS DE TAPECARIA;TEXTEIS;INDUSTRIA;GUARUJA;SP;SUDESTE;ATIVA;;;;;
45796790000100;2022-02-25;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;SANTANA DO IPANEMA;AL;NORDESTE;ATIVA;;;;;
45446969000129;2022-02-24;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;GUARULHOS;SP;SUDESTE;ATIVA;;;;;
39269141000140;2020-10-01;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;PAU DOS FERROS;RN;NORDESTE;ATIVA;;;;;
26890184000104;2017-01-16;COMERCIO A VAREJO DE MOTOCICLETAS E MOTONETAS USADAS;VAREJO;COMERCIO;GUACUI;ES;SUDESTE;ATIVA;;;;;
20702076000176;2014-07-24;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;PARANAGUA;PR;SUL;ATIVA;;;;;
03901957000105;2000-06-14;ALUGUEL DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
32562093000134;2019-01-25;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;BRODOWSKI;SP;SUDESTE;ATIVA;;;;;
40116486000142;2020-12-15;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
30199859000132;2018-04-16;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;BELO HORIZONTE;MG;SUDESTE;ATIVA;;;;;
43450969000177;2021-09-09;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;LARANJEIRAS DO SUL;PR;SUL;ATIVA;;;;;
24830706000149;2016-05-18;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;PRESIDENTE PRUDENTE;SP;SUDESTE;ATIVA;;;;;
38260578000150;2020-08-28;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;BOA VISTA;RR;NORTE;ATIVA;;;;;
21416779000281;2020-09-16;FACCAO DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;TANGARA;RN;NORDESTE;ATIVA;;;;;
34117987000140;2019-07-04;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
93915551000328;2009-01-12;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;TAPEJARA;RS;SUL;ATIVA;;;;;
43684621000144;2021-09-28;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;ARARICA;RS;SUL;ATIVA;;;;;
39450905000107;2020-10-16;TREINAMENTO EM INFORMATICA;SERVICOS DE EDUCACAO;SERVICOS;AGUDOS;SP;SUDESTE;ATIVA;;;;;
46168775000171;2022-04-27;OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS;SERVICOS DIVERSOS;SERVICOS;JUIZ DE FORA;MG;SUDESTE;ATIVA;;;;;
44501529000164;2021-12-06;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;NEROPOLIS;GO;CENTRO-OESTE;ATIVA;;;;;
10479741000150;2008-11-18;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;CAMPO GRANDE;MS;CENTRO-OESTE;ATIVA;;;;;
46244420000114;2022-05-03;SERVICOS DE COMUNICACAO MULTIMIDIA SCM;TELECOM;SERVICOS;ITARARE;SP;SUDESTE;ATIVA;;;;;
28510518000194;2017-08-25;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;SAO PAULO;SP;SUDESTE;ATIVA;;;;;
00364258000177;1994-12-20;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;RIO CLARO;SP;SUDESTE;ATIVA;;;;;
33623962000156;2019-04-10;ATIVIDADES DE ORGANIZACOES POLITICAS;SERVICOS DIVERSOS;SERVICOS;ROMELANDIA;SC;SUL;ATIVA;;;;;
43713750000113;2021-09-30;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;CHAPADAO DO LAGEADO;SC;SUL;ATIVA;;;;;
36981928000141;2020-04-22;ATIVIDADES DE CONDICIONAMENTO FISICO;SERVICOS DIVERSOS;SERVICOS;MOGI DAS CRUZES;SP;SUDESTE;ATIVA;;;;;
42862550000160;2021-07-26;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;PORTO ALEGRE;RS;SUL;ATIVA;;;;;
45373319000109;2022-02-21;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;VILA VELHA;ES;SUDESTE;ATIVA;;;;;
47464986000114;2022-08-08;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;SANTA LUZIA;MG;SUDESTE;ATIVA;;;;;
44467151000120;2021-12-02;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;CHAPECO;SC;SUL;ATIVA;;;;;
05373654000184;2002-10-14;SERVICOS DE DIAGNOSTICO POR METODOS OPTICOS ENDOSCOPIA E OUTROS EXAMES ANALOGOS;SERVICOS DE SAUDE;SERVICOS;BRASILIA;DF;CENTRO-OESTE;ATIVA;;;;;
10777280000100;2009-04-03;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;UBAJARA;CE;NORDESTE;ATIVA;;;;;
16944707000196;2012-10-02;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;SAO JOSE DO RIO PRETO;SP;SUDESTE;ATIVA;;;;;
43390454000129;2021-09-02;COLETA DE RESIDUOS NAO PERIGOSOS;SERVICOS DE SANEAMENTO BASICO;SERVICOS;COIMBRA;MG;SUDESTE;ATIVA;;;;;
44972201000126;2022-01-22;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;MARINGA;PR;SUL;ATIVA;;;;;
33834836000140;2019-06-05;COMERCIO VAREJISTA DE CALCADOS;VAREJO;COMERCIO;CAPITAO POCO;PA;NORTE;ATIVA;;;;;
